window,window_label,target_type,target_label,target_period_days,nearest_grid_period_days,nearest_grid_power,nearest_grid_rank,local_window_min_days,local_window_max_days,local_window_peak_period_days,local_window_peak_power,local_window_peak_rank,local_fap,local_confidence,reference_95,reference_99,above_95,above_99,cycles,n_points,n_surrogates,exceed_count,ar1_alpha,null_model,series,note
60200_60700,MJD 60200-60700,xgm poster reference,xgm ref 51.05 d,51.05,49.924959744086635,12.330292700947007,3,45.945,56.155,49.924959744086635,12.330292700947007,3,0.061938061938061936,0.938061938061938,11.017067148169314,14.897306296380096,True,False,9.774729942039187,493,1000,61,0.7215677135624479,AR(1) Gaussian surrogate on same daily sampling,excess_counts_photon_count_flux_proxy,xgm poster reference period tested with my AR(1) surrogate local-window method.
60200_60700,MJD 60200-60700,my reproduction peak,my peak 111.01 d,111.012232,111.01223220868066,13.612282495930794,1,99.9110088,122.1134552,111.01223220868066,13.612282495930794,1,0.07792207792207792,0.922077922077922,15.895332813941959,21.716676406806695,False,False,4.4949998261551976,493,1000,77,0.7215677135624479,AR(1) Gaussian surrogate on same daily sampling,excess_counts_photon_count_flux_proxy,My reproduction peak tested with my AR(1) surrogate local-window method.
61020_61098,MJD 61020-61098,xgm poster reference,xgm ref 2.54 d,2.54,2.5212770704792176,0.5779533492780612,41,2.286,2.7940000000000005,2.295760309800069,0.6711817081586587,24,0.03396603396603397,0.9660339660339661,0.5495326104857944,0.6504912298213245,True,True,30.314878426682075,78,1000,33,0.6734380700825138,AR(1) Gaussian surrogate on same daily sampling,excess_counts_photon_count_flux_proxy,xgm poster reference period tested with my AR(1) surrogate local-window method.
61020_61098,MJD 61020-61098,xgm poster reference,xgm ref 5.2 d,5.2,5.1196683898352,0.9094476912071574,10,4.680000000000001,5.720000000000001,5.1196683898352,0.9094476912071574,10,0.5094905094905094,0.49050949050949055,1.451983303620817,1.8991874834846607,False,False,14.80765215457163,78,1000,509,0.6734380700825138,AR(1) Gaussian surrogate on same daily sampling,excess_counts_photon_count_flux_proxy,xgm poster reference period tested with my AR(1) surrogate local-window method.
61020_61098,MJD 61020-61098,xgm poster reference,xgm ref 16.6 d,16.6,16.96032203277481,2.3760214092232665,3,14.940000000000001,18.26,15.277749008432469,2.7669057824339727,2,0.6023976023976024,0.3976023976023976,8.581572944847785,11.784119088799402,False,False,4.638541638781474,78,1000,602,0.6734380700825138,AR(1) Gaussian surrogate on same daily sampling,excess_counts_photon_count_flux_proxy,xgm poster reference period tested with my AR(1) surrogate local-window method.
61020_61098,MJD 61020-61098,my reproduction boundary peak,my boundary peak 50.00 d,50.0,50.0,18.57307849373793,1,45.0,50.0,50.0,18.57307849373793,1,0.03596403596403597,0.964035964035964,15.768385012522694,29.756654924754443,True,False,1.5399958240754494,78,1000,35,0.6734380700825138,AR(1) Gaussian surrogate on same daily sampling,excess_counts_photon_count_flux_proxy,My reproduction peak is at the search boundary; do not treat as a robust QPO without a wider test.
